movie_info,tomatometer_status
"A collection of Bret Easton Ellis' short stories are adapted for the screen by Ellis and Nicholas Jarecki and helmed by Gregor Jordan in The Informers, a Senator Entertainment ensemble film featuring Billy Bob Thornton, Kim Basinger, and Winona Ryder. The film observes the goings-on during a week in Los Angeles in 1983, with many intersecting characters including a kidnapper, movie executives, rock stars, and other freewheeling, morally loose individuals. Austin Nichols, Jon Foster, and Amber Heard co-star.",Rotten
This comedy tells of 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,Rotten
"From director Ti West comes The Innkeepers. Set in the venerable Yankee Pedlar Inn, which is about to shut its doors for good after over a century of service. Believed by many to be one of New England's ""most haunted hotels,"" the last remaining employees -Claire (Sara Paxton) and Luke (Pat Healy)- are determined to uncover proof before it shuts down for good. As the Inn's final days draw near, odd guests check in as the pair of minimum wage ""ghost hunters"" begin to experience strange and alarming events that may ultimately cause them to be mere footnotes in the hotel's long unexplained history. -- (C) Magnet Releasing",Fresh
"The Insider tells the true story of a man who decided to tell the world what the seven major tobacco companies knew (and concealed) about the dangers of their product. Jeffrey Wigand (Russell Crowe) was a scientist employed in research for a tobacco firm, Brown and Williamson. Not long after he was fired by Brown and Williamson, Wigand came into contact with Lowell Bergman (Al Pacino), a producer for 60 Minutes who worked closely with journalist Mike Wallace (played here by Christopher Plummer). Bergman arranged for Wigand to be interviewed by Wallace for a 60 Minutes expose on the cigarette industry, though Wigand was still bound by a confidentiality agreement not to discuss his employment with the company. Despite Wigand's willingness to talk, CBS pulled his interview from at the last minute after Brown and Williamson threatened a multi-billion dollar lawsuit. The staff of 60 Minutes and CBS News were soon embroiled in an internal struggle over the killing of the story, and Wigand found himself the subject of lawsuits and a smear campaign, without his full story reaching the public. The Insider was directed by Michael Mann and also features Diane Venora, Philip Baker Hall, Debi Mazar, Colm Feore, and Rip Torn. ~ Mark Deming, Rovi",Fresh
"A retired successful business owner and widower lands an internship at a fashion website run by a young, career-driven woman. ~ Jason Buchanan, Rovi",Fresh
"Interpol Agent Louis Salinger and Manhattan Assistant District Attorney Eleanor Whitman are determined to bring to justice one of the world's most powerful banks. Uncovering myriad and reprehensible illegal activities, Salinger and Whitman follow the money from Berlin to Milan to New York to Istanbul. Finding themselves in a high-stakes chase across the globe, their relentless tenacity puts their own lives at risk as their targets will stop at nothing--even murder--to continue financing terror and war.",Rotten
"Billy (Vince Vaughn) and Nick (Owen Wilson) are salesmen whose careers have been torpedoed by the digital world. Trying to prove they are not obsolete, they defy the odds by talking their way into a coveted internship at Google, along with a battalion of brilliant college students. But, gaining entrance to this utopia is only half the battle. Now they must compete with a group of the nation's most elite, tech-savvy geniuses to prove that necessity really is the mother of re-invention. (c) Fox",Rotten
"Escalating events begin when African-born U.N. translator Silvia Broome alleges that she has overheard a death threat against an African head of state, spoken in a rare dialect few people other than Silvia can understand. With the words ""The Teacher will never leave this room alive,"" in an instant, Silvia's life is turned upside down as she becomes a hunted target of the killers. Placed under the protection of federal agent Tobin Keller, Silvia's world only grows more nightmarish. As Keller digs deeper into his eyewitnesses' past and her secretive world of global connections, the more suspicious he becomes that she herself might be involved in the conspiracy. With every step of the way, he finds more reasons to mistrust her. Is Sylvia a victim? A suspect? Or something else entirely? And can Tobin, coping with his own personal heartache, keep her safe? Though they must depend on one another, Silvia and Tobin couldn't be more different. Silvia's strengths are words, diplomacy and the subtleties of meaning, while Tobin is all about instinct, action and reading into the most primal human behaviors. Now, as the danger of a major assassination on U.S. soil grows and Silvia's life hangs in the balance, Silvia and Tobin play out a gripping dance of evasion and revelation that keeps them both guessing as they race to stop a terrifying international crisis before it's too late.",Rotten
"Craig Monahan made his directorial debut with this Australian police drama in which unemployed, poverty-stricken Eddie Rodney Fleming (Hugo Weaving), after losing his wife and home, is dragged from his apartment by police and subjected to a brutal interrogation. Eventually, it becomes terrifyingly apparent to Eddie that the police consider him a serial-murder suspect. Detective Sgt. John Steele (Tony Martin) and his assistant, Detective Sgt. Constable Wayne Prior (Aaron Jeffrey), make audiotapes of their efforts to get Fleming to confess. However, they are unaware that they themselves are being investigated and are being videotaped by an internal affairs unit. The question of Eddie's guilt or innocence is effectively concealed for most of the movie. Gordon Davie, Monahan's co-scripter and the film's technical consultant, was a police officer with the Victoria Crime Squad for 16 years. The Interview was shown at several 1997-1998 film festivals (London, Montreal, Melbourne). ~ Bhob Stewart, Rovi",Fresh
"Una mujer francesa empieza a ver cosas extrañas después de mudarse al hogar donde su marido anteriormente vivía con su ex-esposa difunta. Charlotte Gainsbourg, Charles Powell, Nastassja Kinski, Molly Parker.",Rotten
"'""The Invasion"" tells the story of a mysterious epidemic that alters the behavior of human beings. When a Washington D.C. psychiatrist discovers the epidemic's origins are extraterrestrial, she must fight to protect her son, who may hold the key to stopping the escalating invasion.",Rotten
"""The Invention of Lying"" takes place in an alternate reality in which lying--even the concept of a lie--does not even exist. Everyone--from politicians to advertisers to the man and woman on the street--speaks the truth and nothing but the truth with no thought of the consequences. But when a down-on-his-luck loser named Mark suddenly develops the ability to lie, he finds that dishonesty has its rewards. In a world where every word is assumed to be the absolute truth, Mark easily lies his way to fame and fortune. But lies have a way of spreading, and Mark begins to realize that things are getting a little out of control when some of his tallest tales are being taken as, well, gospel. With the entire world now hanging on his every word, there is only one thing Mark has not been able to lie his way into: the heart of the woman he loves.",Rotten
"In this taut psychological thriller by Karyn Kusama (Girlfight, Jennifer's Body), the tension is palpable when Will (Logan Marshall-Green, Prometheus) shows up to his ex-wife Eden (Tammy Blanchard, Into the Woods) and new husband, David's (Michiel Huisman, ""Game of Thrones"") dinner party. The pair's tragic past haunts an equally spooky present: Amid Eden's suspicious behavior and her mysterious house guests, Will becomes convinced that his invitation was extended with a hidden agenda. Unfolding over one dark evening in the Hollywood Hills, The Invitation blurs layers of mounting paranoia, mystery, and horror until both Will-and the audience-are unsure what threats are real or imagined.",Fresh
"""Iron Giant"" is based upon the 1968 story,'Iron Man,' by the British poet laureate Ted Hughes. The film is about a giant metal machine that drops from the sky and frightens a small town in Maine in 1958, only to find a friend named, Hogarth, that ultimately finds its humanity and saving the towns people of their fears and prejudices.",Fresh
"The Iron Lady is a surprising and intimate portrait of Margaret Thatcher (Meryl Streep), the first and only female Prime Minister of The United Kingdom. One of the 20th century's most famous and influential women, Thatcher came from nowhere to smash through barriers of gender and class to be heard in a male dominated world. -- (C) Weinstein",Rotten
"Michael Caine stars in this Michael Ritchie thriller as Maynard, a newspaper reporter who embarks on a search to discover the mystery of the Bermuda Triangle and becomes a prisoner of a primitive island tribe.",Rotten
"In The Island of Dr. Moreau, which is based on a novella by H.G. Wells, Braddock (Michael York) is a decent young Englishman who has unaccountably been saved from being thrown overboard from a ship sailing in a remote area of the Pacific by the mysterious Dr. Montgomery (Nigel Davenport). Dr. Montgomery is accompanying a cargo of animals destined for a tropical island. At first an ""honored guest"" (prisoner) on that island, he is finds his contacts with the natives increasingly disturbing, for they are not like any men he has ever seen. Eventually it transpires that these ""men"" are experimental reconstructions from wild animals made by a particularly sinister scientist, Dr. Moreau (Burt Lancaster). He feels that he is in danger from the animal/men and from Dr. Moreau himself and does not know where to turn. This story was also filmed in 1933 as The Island of Lost Souls, starring Charles Laughton as the monomaniacal Dr. Moreau and was remade yet again in 1996 with Marlon Brando in the title role.",Rotten
"The quintessential British caper film of the 1960s, The Italian Job is a flashy, fast romp that chases a team of career criminals throughout one of the biggest international gold heists in history. Michael Caine is Charlie Croker, a stylish robber and skirt-chaser just out of British prison. Shunning rehabilitation for recidivism, Croker takes over ""The Italian Job,"" a complicated plan to hijack gold bullion from Italy -- right from underneath the noses of the Italian Police and the Mafia. The job, whose original mastermind was murdered, clearly requires the sponsorship of a richer, more established criminal than Croker. He turns to the auspices of the eccentric Mr. Bridger (Noël Coward in his last film role), a suave, regal, incarcerated English crime boss with a peculiar fascination with the Queen. Bridger provides Croker with a quirky group of Britain's most infamous computer hackers (including a lascivious Benny Hill), bank robbers, hijackers, and getaway drivers -- the ex-con is soon well on his way to relieving Italy of the gold. ~ Aubry Anne D'Arminio, Rovi",Fresh
"In Moscow, after FBI deputy director Carter Preston (Sidney Poitier) and scarred Russian intelligence officer Valentina Koslova (Diane Venora) bring down a key figure in the Russian Mafia, they are threatened by the criminal's powerful brother who swears vengeance on the FBI and immediately hires a professional assassin, the Jackal (Bruce Willis) to kill a leading American political figure. A master of disguises, the Jackal believes in total perfectionism and demands $70 million for the job. The FBI suspects the Jackal is aiming for the FBI director, so they consult with former Basque terrorist Isabella (Mathilda May), in Virginia, and Isabella's former lover, IRA operative Declan Mulqueen (Richard Gere), serving a prison sentence. Promised leniency, Mulqueen agrees to help. Meanwhile, the Jackal prepares false passports, secures a customized computer system to run his Gatling gun, and heads toward his target in Washington, D.C. ~ Bhob Stewart, Rovi",Rotten
"A troubled war veteran tries to unlock his memories of a terrible crime in this stylish thriller, the first American project for British filmmaker John Maybury. In 1991, Jack Starks (Adrien Brody) was an American soldier serving in the Persian Gulf when he was shot in the head; pronounced dead by a field surgeon, Starks somehow returned to life, though with no small number of psychological problems to show for his troubles. A year later, Starks is walking through the snowy Vermont wilderness when he discovers a woman whose truck has broken down, Jean (Kelly Lynch). Starks tries to help Jean and her young daughter, and later flags down a car for a ride into town; however, the car is being driven by a criminal on the run from the police (Brad Renfro), and not long after the car is cornered by police, Starks' memory goes blank. When he comes to, Jack is accused of killing a patrolman in the violent standoff that followed, and is told that the woman, her daughter, and the criminal existed only in his imagination. Declared insane in his murder trial, Starks is sentenced to a mental institution run by Dr. Becker (Kris Kristofferson), who seems to believe that the more brutal the treatment, the better. As Starks suffers frequent beatings and long spells in a frozen locker, his mind drifts from his harrowing past into the future, where he visits with Jackie (Keira Knightley), who once was the young girl Starks tried to help. The Jacket also features Jennifer Jason Leigh as Dr. Lorenson, a compassionate doctor who tries to help Starks and his fellow patients.",Rotten
"Two ""low-lifes from Queens"" find themselves involved with the mob and the police after making a series of prank phone calls in this comedy which is based on the work of Johnny Brennan and Kamal Ahmed who currently have two hit comedy albums. In the film two comedians, both in their '30s, essentially play themselves.The story opens as the two chronically-unemployed-and-proud-of-it guys make a series of prank phone calls. The Jerky Boys decide to call a local Mafioso after they become irritated with the bragging of an old high school chum who works with the local mob. Just for yuks, Johnny calls and claims to be a famed Chicago hitman on the lam with his buddy. They are believed and subsequently taken to a night club to listen to Tom Jones perform. The boss is not fooled by the boys' antics. Unfortunately, a local cop is fooled and believes the Jerky Boys are really on the run. If he can catch them, they might lead him to the head honcho in Chicago.",Rotten
"Following up on his directorial debut, Joe the King, actor-turned-sometimes director Frank Whaley made this gritty character study of a man consumed by anger. Working as a clerk at a supermarket, Jimmy (Whaley) makes it a practice to steal anything and everything he can get away with, usually cases of beer. At home, he supports his neglected wife (Carla Gugino), his infant daughter, and his foul-tempered invalid grandmother, whom he has been caring for since he was a teen. A compulsive complainer, Jimmy is vitriolically bitter about his lack of a childhood. His latest dream, one in a series of failed schemes to make it big, is to be a standup comedian. Yet Jimmy's idea of a schtick is less one-liners and gags than a prolonged confessional rant about his marriage, the loss of his parents, and his grandmother. As the film progresses, Jimmy's monologues grow darker and ever more sinister. This film was scheduled to be screened at the 2001 Toronto Film Festival.",Rotten
"A picture-perfect family moves into an upscale community, impressing the locals and integrating themselves into every aspect of the community until a sudden tragedy forces them to reassess their priorities. Steve (David Duchovny) and Kate Jones (Demi Moore) have everything a happily married couple could ever want: their kids, Jenn (Amber Heard) and Mick (Ben Hollingsworth), are intelligent and attractive, they live in an affluent neighborhood, and their sprawling suburban home is jam-packed with all of the coolest gizmos and gadgets that money can buy. It isn't long before the Joneses have struck up a friendship with their next-door neighbors Larry (Gary Cole) and Summer (Glenne Headly), and become integral components of their community. But take a closer look at the situation and you'll start to see something ominous lurking just beneath the surface. It's only when the Joneses are confronted with an unexpected disaster that they finally discover who they really are beneath the glossy veneer of consumerism. ~ Jason Buchanan, Rovi",Fresh
"THE JOURNEY is the gripping account of how two men from opposite sides of the political spectrum came together to change the course of history. In 2006, amid the decades-long conflict in Northern Ireland, representatives from the two warring factions meet for negotiations. In one corner is Ian Paisley (Timothy Spall, Mr. Turner, Harry Potter), the deeply conservative British loyalist; in the other is Martin McGuinness (Colm Meaney, Hell on Wheels, Star Trek: Deep Space Nine), a former Irish Republican Army leader who has devoted his life to the cause of Irish reunification. Over the course of an impromptu, detour-filled car ride through the Scottish countryside, each begins to see the other less as an enemy, and more as an individual - a breakthrough that promises to at last bring peace to the troubled region. Driven by two virtuoso central performances and co-starring John Hurt, Freddie Highmore and Toby Stephens, THE JOURNEY, an IFC Films theatrical release, is a relevant reminder of how simple humanity can overcome political division.",Fresh
"In ""The Judge,"" Robert Downey Jr. stars as big city lawyer Hank Palmer, who returns to his childhood home where his estranged father, the town's judge (Robert Duvall), is suspected of murder. He sets out to discover the truth and along the way reconnects with the family he walked away from years before. -- (C) Warner Bros.",Rotten
"The final animated feature produced under the supervision of Walt Disney is a lively neo-swing musical, loosely based upon the tales of Rudyard Kipling. The story takes place in a tropical jungle where people are conspicuously absent. But one day Bagheera the Panther (voice of Sebastian Cabot) discovers a baby in the wreck of a boat. Feeling pity on the child, Bagheera takes him to be raised with the wolves. Ten years later, the child has grown into Mowgli (voice of Bruce Reitherman). Mowgli discovers that his life is in danger because of the return to the area of Shere Khan the Tiger (voice of George Sanders), whose hatred of humans is such that Mowgli faces certain death if discovered. Bagheera agrees to transport Mowgli to the human village, where he will be safe from Shere Khan. Along the way to the village, night falls and Mowgli and Bagheera almost succumb to the man-eating snake Kaa (voice of Sterling Holloway). Escaping Kaa's coils, they run into the lock-step military elephant band of Colonel Hathi (voice of J. Pat O'Malley). Afterwards, Mowgli, who doesn't want to be sent to the human village, runs away from Bagheera and meets up with the fun-loving Baloo the Bear (voice of Phil Harrris). With both Bagheera and Baloo to protect him, Mowgli is saved from several more life-threatening situations -- including a barber-shop quartet of vultures, the crazed King Louie of the Apes (voice of Louis Prima), and Shere Khan himself -- before making it to the village of humans. ~ Paul Brenner, Rovi",Fresh
"Mowgli lives in his new man village, but he misses his pal Baloo who likewise pines for his man cub. Restless Mowgli decides to return to the free atmosphere of jungle life. He leaves behind his new girlfriend, Shanti, who's afraid of the dangerous wild animals Mowgli is used to roaming around with in the village. Once there, Mowgli's old nemesis, a tiger named Shere Khan, is out for revenge, and it's up to old friends like Baloo and others to help Mowgli avoid Kahn's lethal claws.",Rotten
"When single mother Annie is called to jury duty, she is pursued by an assassin known as Teacher. Teacher is trying to get Annie to sway the other jurors in the mob's favor, but Annie refuses until Teacher kidnaps her son.",Rotten
"Newly arrived in California from New Jersey, teenager Daniel (Ralph Macchio) almost immediately runs afoul of karate-trained high school bullies. He is rescued by Japanese janitor Miyagi (Noriyuki ""Pat"" Morita), who agrees to teach Daniel how to harness karate for good instead of brutality. The film culminates in a championship karate bout, pitting Daniel against his sworn enemy Johnny (William Zabka) -- the cruel and thuggish boyfriend of Ali (Elisabeth Shue), with whom Daniel has fallen in love (and vice versa). Real-life karate champ Chuck Norris was offered the role of Kreese, the sadistic coach who goads Johnny into fighting dirty, but Norris turned down the role, refusing to be shown utilizing his skills negatively onscreen. Vastly popular, The Karate Kid spawned three sequels of rapidly descending merit, as well as a Saturday-morning cartoon series. ~ Hal Erickson, Rovi",Fresh
The Kentucky Fried Movie is a collection of skits and satiric vignettes from director John Landis and the Zucker/Abrahams/Zucker writing team.,Fresh
"The Kid was Charles Chaplin's first self-produced and directed feature film; 1914's 6-reel Tillie's Punctured Romance was a Mack Sennett production in which Chaplin merely co-starred. The story ""with a smile and perhaps a tear,"" begins with unwed mother Edna Purviance leaving the Charity Hospital, babe in arms. Her burden is illustrated with a title card showing Christ bearing the cross. The father of the child is a poor artist who cares little for of his former lover, carelessly knocking her photo into his garret fireplace and cooly returning it there when he sees it is too badly damaged to keep. The mother sorrowfully leaves her baby in the back seat of a millionaire's limousine, with a note imploring whoever finds it to care for and love the child. But thieves steal the limo, and, upon discovering the baby, ditch the tot in an alleyway trash can. Enter Chaplin, out for his morning stroll, carefully selecting a choice cigarette butt from his well used tin. He stumbles upon the squalling infant and, after trying to palm it off on a lady with another baby in a carriage, decides to adopt the kid himself. Meanwhile Purviance has relented, but when she returns to the mansion and is told that the car has been stolen, she collapses in despair. Chaplin outfits his flat for the baby as best he can, using an old coffee pot with a nipple on the spout as a baby bottle and a cane chair with the seat cut out as a potty seat. Chaplin's attic apartment is a representation of the garret he had shared with his mother and brother in London, just as the slum neighborhood is a recreation of the ones he knew as a boy. Five years later, Chaplin has become a glazier, while his adopted son (the remarkable Jackie Coogan) drums up business for his old man by cheerfully breaking windows in the neighborhood. Purviance meanwhile has become a world famous opera singer, still haunted by the memory of her child, who does charity work in the very slums in which he now lives. Ironically, she gives a toy dog to little Coogan. Chaplin and Coogan's close calls with the law and fights with street toughs are easily overcome, but when Coogan falls ill, the attending doctor learns of the illegal adoption and summons the Orphan Asylum social workers who try to separate Chaplin from his foster son. In one of the most moving scenes in all of Chaplin's films, Chaplin and Coogan try to fight the officials, but Chaplin is subdued by the cop they have summoned. Coogan is roughly thrown into the back of the Asylum van, pleading to the welfare official and to God not to be separated from his father. Chaplin, freeing himself from the cop, pursues the orphanage van over the rooftops and, descending into the back of the truck, dispatches the official and tearfully reunites with his ""son"". Returning to check on the sick boy, Purviance encounters the doctor and is shown the note which she had attached to her baby five years earlier. Chaplin and Coogan, not daring to return home, settle in a flophouse for the night. The proprietor sees a newspaper ad offering a reward for Coogan's return and kidnaps the sleeping boy. After hunting fruitlessly, a grieving Chaplin falls asleep on his tenement doorstep and dreams that he has been reunited with the boy in Heaven (that ""flirtatious angel"" is Lita Grey, later Chaplin's second wife). Woken from his dream by the cop, he is taken via limousine to Purviance's mansion where he is welcomed by Coogan and Purviance, presumably to stay. Chaplin had difficulties getting The Kid produced. His inspiration, it is suggested was the death of his own first son, Norman Spencer Chaplin a few days after birth in 1919. His determination to make a serio-comic feature was challenged by First National who preferred two reel films, which were more quickly produced and released. Chaplin wisely gained his distributors' approval by inviting them to the studio, where he trotted out the delightful Coogan to entertain them. Chaplin's divorce case from his first wife Mildred Harris also played a part; fearing seizure of the negatives Chaplin and crew escaped to Salt Lake City and later to New York to complete the editing of the film. Chaplin's excellent and moving score for The Kid was composed in 1971 for a theatrical re-release, but used themes that Chaplin had composed in 1921. Chaplin re-edited the film somewhat for the re-release, cutting scenes that he felt were overly sentimental, such as Purviance's observing of a May-December wedding and her portrayal as a saint, outlined by a church's stained glass window.",Fresh
"Old school magic meets the modern world in the epic adventure THE KID WHO WOULD BE KING. Alex (Ashbourne Serkis) thinks he's just another nobody, until he stumbles upon the mythical Sword in the Stone, Excalibur. Now, he must unite his friends and enemies into a band of knights and, together with the legendary wizard Merlin (Patrick Stewart), take on the wicked enchantress Morgana (Rebecca Ferguson). With the future at stake, Alex must become the great leader he never dreamed he could be.",Fresh
"Two teenaged children get the notion to seek out their biological father and introduce him into the family life that their two mothers have built for them. Once the donor is found, the household will never be the same, as family ties are defined, re-defined, and re-re-defined.",Fresh
"Based on the novel by legendary pulp writer Jim Thompson, ""The Killer Inside Me"" tells the story of handsome, charming, unassuming small-town deputy sheriff Lou Ford, who has a bunch of problems. Women problems. Law-enforcement problems. And an ever-growing pile of murder victims in his west Texas jurisdiction. All the while Lou manages to remain his stoic self. However, as evidence is discovered over the course of the investigation, suspicion begins to fall on Lou. But in this savage and bleak universe, nothing is ever what it seems.",Rotten
"In the aftermath of a deadly attack on American forces in Riyadh, Saudi Arabia, diplomats are slow to act, but meanwhile, FBI special agent Ronald Fleury (Jamie Foxx) assembles a secret team of U.S. counter-terrorism investigators to enter the city and find the criminal behind what has quickly become an international incident. The crew, however, finds their attempt to capture the perpetrators stalled by bureaucracy and their presence unwelcome. Desperate to gain the trust they need to accomplish their mission in just five days, the team enlists the aid of a Saudi Arabian police officer (Ashraf Barhoum), but as the agents infiltrate the dark and complex world of the Saudi crime scene, they find that the perpetrator's next target may be them. Directed by Peter Berg, The Kingdom also stars Jennifer Garner, Chris Cooper, and Jason Bateman. ~ Cammila Collar, Rovi",Rotten
"Spanning from the final days of Afghanistan's monarchy to the atrocities of the Taliban reign, an epic tale of fathers and sons, of friendship and betrayal, an unlikely friendship develops between Amir, the son of a wealthy Afghan businessman, and Hassan, a servant to Amir and his father. During a kite-flying tournament, an unspeakable event changes the nature of their relationship forever. As an adult haunted by the childhood betrayal, Amir seeks redemption by returning to his war-torn native land to make peace with himself and reconcile his cowardice.",Fresh
"The much-anticipated sequel to the critically acclaimed, global box office phenomenon that started it all, ""The LEGO (R) Movie 2: The Second Part,"" reunites the heroes of Bricksburg in an all new action-packed adventure to save their beloved city. It's been five years since everything was awesome and the citizens are now facing a huge new threat: LEGO DUPLO (R) invaders from outer space, wrecking everything faster than it can be rebuilt. The battle to defeat the invaders and restore harmony to the LEGO universe will take Emmet (Chris Pratt), Lucy (Elizabeth Banks), Batman (Will Arnett) and their friends to faraway, unexplored worlds, including a strange galaxy where everything is a musical. It will test their courage, creativity and Master Building skills, and reveal just how special they really are.",Fresh
"Leon Phelps is the grooviest, smooth-talking woman chaser around. Known suitably to all as The Ladies Man, Leon hosts a popular late-night radio call-in show dispensing advice on affairs of the heart. After hundreds and thousands of conquests, Leon is the self-proclaimed expert on.. the ladies. After being ejected from his job for one too many vulgar and inappropriate comments, he unsuccessfully seeks employment from every radio station in Chicago. Out of options, Leon receives a mysterious letter from his ""True love"" asking him to return to her - and her money! Problem solved. All Leon has to do is figure out who she is. While he actively backtracks through his book of ladies, a posse of scorned husbands band together to hunt down the mysterious lover of their wives.",Rotten
"After watching a rough cut of Orson Welles' The Lady From Shanghai, Columbia Pictures head Harry Cohn looked furtively around the projection room, and in an anguished voice begged ""Somebody please tell me what this is about!"" Cohn missed the point: in an Orson Welles film, it doesn't matter what it's about. You just sit back and wallow in his camera pyrotechnics and shadow-drenched imagery. Actually, the story, based on a novel by Sherwood King, makes perfect sense after two or three viewings. Welles plays an Irish-American sailor (with a brogue that wouldn't convince a cow) who rescues a beautiful blonde from muggers in Central Park. The blonde is portrayed by the otherwise redheaded Rita Hayworth, who under the direction of her ex-husband Welles delivers one of her most impressive performances. Orson and Rita meet again when Welles is hired as a crew member of the yacht owned by Rita's husband, the brilliant, crippled defense attorney Everett Sloane. As he falls deeper under Rita's spell, Welles gets involved in a bizarre insurance scam. Glenn Anders, Sloane's eccentric law partner, plans to stage his own death, collect the insurance, and skip town. All Welles has to do is pretend to murder Anders, and he'll get a big chunk of the money. As it turns out, Anders is murdered for real. The innocent Welles is defended in court by Sloane, who is famous for never losing a case, but who in this instance seems bound and determined to lose. As the jury files out, Welles makes a break for it. Rita catches up with him at a Chinese theatre, then stands by with a glazed expression on her face as she watches her cohorts drug Welles. As he comes to in an amusement park fun house, he begins to piece the plot together; he has been set up as a clay pigeon by Rita and Sloane. Only now, Rita intends to double-cross her husband. The plot comes to a literally smashing climax in the famous ""hall of mirrors"" sequence, with Rita and Sloane shooting it out amidst shards of shattering glass. No, it isn't the simplest thing in the world to follow Lady From Shanghai, but we wouldn't forego this bizarre cinematic jigsaw puzzle for anything.",Fresh
"This film tells the true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who 'temporarily' parked her van in Bennett's London driveway and proceeded to live there for 15 years.",Fresh
"Music professor Alec Guinness rents a London flat from sweet old lady Katie Johnson. He tells her that, from time to time, several other musicians will visit in order to rehearse. In truth, Guinness can't play a note, nor can his visitors: he's a criminal mastermind, holding court over a gang of thieves, including the likes of punkish Peter Sellers, homicidal Herbert Lom and punchdrunk Danny Green. The gang uses Guinness' flat as headquarters as they conceive a daring 60,000 pound robbery. After pulling off the job, the gang stuffs the loot in a railway station locker. To avoid detection, Guinness convinces the ever-trusting Johnson to pick up the money. Through a series of comic complications, Johnson returns home with a police escort, with neither the woman nor the bobbies suspecting that she's carrying a fortune in her suitcase. Mistakenly believing that Johnson has ratted on them, the gang reluctantly plans to eliminate her. The Ladykillers won an Oscar nomination for William Rose's screenplay, and a BFA award for veteran character actress Johnson. ~ Hal Erickson, Rovi",Fresh
"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its newest resident, a frustrated architect. When they discover that they're actually living two years apart, they must try to unravel the mystery behind their extraordinary romance before it's too late.",Rotten
"Executive producer Nas presents this vivid inner-city saga set amidst Cleveland's hip-hop underground. Teenage buddies Cisco (Jorge Lendeborg Jr.), Junior (Moises Arias), Boobie (Ezri Walker), and Patty Cake (Rafi Gavron) shrug off school to practice skateboarding, which they hope will be their ticket to a better life. In the meantime, they steal cars to finance their dream. But when they get mixed up in a drug deal and cross a ruthless crime queen-pin (Linda Emond), they put their friendship--and lives--on the line. Set to a choice hip-hop soundtrack and featuring an impressive ensemble cast that includes The Wire's Michael K. Williams, Erykah Badu, and rapper Machine Gun Kelly, The Land crackles with the energy and poetry of the streets.",Fresh
"Suspense auteur M. Night Shyamalan takes a break from crafting original screenplays to tell this tale of a 12-year-old boy (Noah Ringer) who provides the last hope for restoring harmony to a land consumed by chaos. In a world balanced on the four nations of Water, Earth, Fire, and Air, people known as the Waterbenders, Earthbenders, Firebenders, and Airbenders have mastered their native elements. Though the masters can each manipulate their native elements, the only one with the power to manipulate all four elements is a young boy known as the Avatar. When the Avatar subsequently appears to die while still mastering his powers, the Fire nation launches a global war with the ultimate goal of global domination. One hundred years later, two teens discover that the Avatar and his flying bison have in fact been locked in suspended animation. Upon being freed from his prison, the Avatar embarks on an arduous quest to restore harmony among the four war-ravaged nations. ~ Jason Buchanan, Rovi",Rotten
"Simon Geist thinks he's found his niche when he interviews young musicians, actors, and models for his magazine The Next Big Thing. The magazine actually makes fun of these stars and propels Simon to think that he is an important figure, making him an easy target for con artists.",Fresh
"The Castle is an unlikely last stop in the brilliant career of three-star General Irwin. Court-martialed and stripped of his rank, Irwin has been sentenced to the maximum-security military prison, which is run with an iron fist by its warden, Colonel Winter. Winter can't help but respect the once-legendary general, but it isn't long before that respect turns to resentment and then open hostility as Irwin continually confronts the warden on his methods. Setting out to break Irwin by whatever means necessary, the colonel's tactics only fuel Irwin's defiance and cause the other prisoners to rally behind the general in his new mission: to seize control of the prison and remove Winter from his command. The men imprisoned in The Castle have been told that they are no longer soldiers... but they are about to prove that they can still fight a war.",Rotten
"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery - fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses, and he falls into a deep crevice and near certain death. His devastated colleagues attempt to recover his body. However, when another vanishes they start to suspect that the life-form they have discovered is not yet dead. As the group begins to fall apart it seems their only hope is the imminent arrival of the relief ship Aurora. (c) Magnolia",Rotten
"The TV prints of this entertaining melange whittled down the film's original self-serving title (Motown king Berry Gordy was the producer), and settled on merely The Last Dragon. Taimak stars as an African American martial-arts whiz, so devoted to his hobby that he dresses and behaves in what he thinks is true Chinese fashion. Taimak falls in love with sexy veejay Vanity. Gangsters intrude on both their lives when crook Julius J. Carry III tries to promote his talentless protegee into rock stardom.",Rotten
