,MovieTitle,ScriptLink,ProductionBudget,DomesticGross,WorldwideGross,Profit,IsProfitable
953,bring it on,burning-annie.html,10000000.0,68353550.0,90453550.0,80453550.0,True
954,saw iv,saw.html,10000000.0,63300095.0,135759694.0,125759694.0,True
955,precious (based on the novel push by sapphire),rise-of-the-planet-of-the-apes.html,10000000.0,47566524.0,68722848.0,58722848.0,True
956,the best exotic marigold hotel,"best-exotic-marigold-hotel,-the.html",10000000.0,46383639.0,134639780.0,124639780.0,True
957,st. elmoâs fire,st.-elmo's-fire.html,10000000.0,37800000.0,37800000.0,27800000.0,True
958,commando,commando.html,10000000.0,35073978.0,35073978.0,25073978.0,True
959,"everything, everything","theory-of-everything,-the.html",10000000.0,34121140.0,61603136.0,51603136.0,True
960,friday after next,dog-day-afternoon.html,10000000.0,33253609.0,33526835.0,23526835.0,True
961,the second best exotic marigold hotel,"best-exotic-marigold-hotel,-the.html",10000000.0,33078266.0,90384306.0,80384306.0,True
962,dogma,dogma.html,10000000.0,30651422.0,43948865.0,33948865.0,True
963,snatch,snatch.html,10000000.0,30093107.0,83593107.0,73593107.0,True
964,a low down dirty shame,double-indemnity.html,10000000.0,29317886.0,29317886.0,19317886.0,True
965,mud,mud.html,10000000.0,21590086.0,31556959.0,21556959.0,True
966,valentine,blue-valentine.html,10000000.0,20384136.0,20384136.0,10384136.0,True
967,sugar hill,sugar.html,10000000.0,18272447.0,18423914.0,8423914.0,True
968,rushmore,rushmore.html,10000000.0,17105219.0,19080435.0,9080435.0,True
969,tremors,tremors.html,10000000.0,16667084.0,16667084.0,6667084.0,True
970,my week with marilyn,my-week-with-marilyn.html,10000000.0,14597405.0,34240572.0,24240572.0,True
971,big eyes,big-eyes.html,10000000.0,14482031.0,27317872.0,17317872.0,True
972,get over it,get-shorty.html,10000000.0,11560259.0,19860259.0,9860259.0,True
973,the legend of drunken master,field-of-dreams.html,10000000.0,11546543.0,11546543.0,1546543.0,True
974,office space,office-space.html,10000000.0,10827813.0,12179708.0,2179708.0,True
975,drop dead gorgeous,drop-dead-gorgeous.html,10000000.0,10571408.0,10571408.0,571408.0,True
976,very bad things,very-bad-things.html,10000000.0,9949470.0,21094974.0,11094974.0,True
977,over her dead body,orgy-of-the-dead.html,10000000.0,7570127.0,21596074.0,11596074.0,True
978,bones,bones.html,10000000.0,7316658.0,8378853.0,-1621147.0,False
979,cedar rapids,cedar-rapids.html,10000000.0,6861102.0,7862131.0,-2137869.0,False
980,american history x,american-history-x.html,10000000.0,6719864.0,6719864.0,-3280136.0,False
981,crash,crash.html,10000000.0,3357324.0,3357324.0,-6642676.0,False
982,the limey,they.html,10000000.0,3193102.0,6030047.0,-3969953.0,False
983,peaceful warrior,warrior.html,10000000.0,2893666.0,3260179.0,-6739821.0,False
984,bamboozled,bamboozled.html,10000000.0,2185266.0,2373937.0,-7626063.0,False
985,a better life,after.life.html,10000000.0,1759252.0,1884251.0,-8115749.0,False
986,spider,spider-man.html,10000000.0,1641788.0,1641788.0,-8358212.0,False
987,cecil b. demented,cecil-b.-demented.html,10000000.0,1276984.0,1953882.0,-8046118.0,False
988,50 to 1,50-50.html,10000000.0,1069454.0,1069454.0,-8930546.0,False
989,the ten commandments,master-and-commander.html,10000000.0,952820.0,1051907.0,-8948093.0,False
990,coriolanus,coriolanus.html,10000000.0,749641.0,2179623.0,-7820377.0,False
991,la femme de chambre du titanic,american-graffiti.html,10000000.0,244465.0,244465.0,-9755535.0,False
992,welcome to the rileys,"replacements,-the.html",10000000.0,152857.0,355919.0,-9644081.0,False
993,the open road,thor-ragnarok.html,10000000.0,19716.0,19716.0,-9980284.0,False
994,american heist,"american,-the.html",10000000.0,0.0,2341218.0,-7658782.0,False
995,amour,amour.html,9700000.0,6738954.0,36787044.0,27087044.0,True
996,next friday,next-friday.html,9500000.0,57176582.0,59675307.0,50175307.0,True
997,you only live twice,only-god-forgives.html,9500000.0,43100000.0,111600000.0,102100000.0,True
998,heavy metal,heavy-metal.html,9300000.0,19571091.0,19571091.0,10271091.0,True
999,set it off,resident-evil.html,9000000.0,36049108.0,36049108.0,27049108.0,True
1000,harold & kumar go to white castle,harold-and-kumar-go-to-white-castle.html,9000000.0,18225165.0,18225165.0,9225165.0,True
1001,boiler room,bottle-rocket.html,9000000.0,16963963.0,28773637.0,19773637.0,True
1002,jackie,jackie-brown.html,9000000.0,13960394.0,36588512.0,27588512.0,True
1003,the legend of suriyothai,legend.html,9000000.0,454255.0,454255.0,-8545745.0,False
1004,heist,heist.html,8900000.0,50136.0,3324131.0,-5575869.0,False
1005,election,election.html,8500000.0,14943582.0,17202854.0,8702854.0,True
1006,the city of your final destination,final-destination.html,8300000.0,493296.0,1353296.0,-6946704.0,False
1007,pulp fiction,pulp-fiction.html,8000000.0,107928762.0,212928762.0,204928762.0,True
1008,easy a,easy-a.html,8000000.0,58401464.0,76200721.0,68200721.0,True
1009,28 days laterâ¦,28-days-later.html,8000000.0,45064915.0,82955633.0,74955633.0,True
1010,50/50,50-50.html,8000000.0,35016118.0,41334735.0,33334735.0,True
1011,brown sugar,sugar.html,8000000.0,27362712.0,28315272.0,20315272.0,True
1012,drive me crazy,drive.html,8000000.0,17843379.0,22591451.0,14591451.0,True
1013,enough said,enough.html,8000000.0,17550872.0,25621449.0,17621449.0,True
1014,american psycho,american-psycho.html,8000000.0,15070285.0,34270285.0,26270285.0,True
1015,the good girl,"good-girl,-the.html",8000000.0,14018296.0,16585503.0,8585503.0,True
1016,the boondock saints 2: all saints day,boondock-saints-2:-all-saints-day.html,8000000.0,10273187.0,10629320.0,2629320.0,True
1017,shadow of the vampire,shadow-of-the-vampire.html,8000000.0,8279017.0,8279017.0,279017.0,True
1018,held up,her.html,8000000.0,4714090.0,4714090.0,-3285910.0,False
1019,showdown in little tokyo,schindler's-list.html,8000000.0,2275557.0,2275557.0,-5724443.0,False
1020,made in dagenham,megamind.html,8000000.0,1095369.0,15644196.0,7644196.0,True
1021,welcome to dongmakgol,election.html,8000000.0,0.0,48000000.0,40000000.0,True
1022,the death and life of bobby z,three-men-and-a-baby.html,8000000.0,0.0,414617.0,-7585383.0,False
1023,backstabbing for beginners,batman-begins.html,8000000.0,0.0,343773.0,-7656227.0,False
1024,(500) days of summer,500-days-of-summer.html,7500000.0,32425665.0,34439060.0,26939060.0,True
1025,an education,an-education.html,7500000.0,12574914.0,29652736.0,22152736.0,True
1026,extract,extract.html,7500000.0,10823158.0,10849158.0,3349158.0,True
1027,masked and anonymous,anonymous.html,7500000.0,533344.0,555335.0,-6944665.0,False
1028,crash,crash.html,7303082.0,55334418.0,101173038.0,93869956.0,True
1029,3,case-39.html,7200000.0,59774.0,295492.0,-6904508.0,False
1030,juno,juno.html,7000000.0,143495265.0,231450102.0,224450102.0,True
1031,the godfather,godfather.html,7000000.0,134966411.0,268500000.0,261500000.0,True
1032,the piano,"piano,-the.html",7000000.0,40157856.0,40168957.0,33168957.0,True
1033,capote,capote.html,7000000.0,28750530.0,49924079.0,42924079.0,True
1034,the great gatsby,"great-gatsby,-the.html",7000000.0,26533200.0,26533200.0,19533200.0,True
1035,logan's run,logan's-run.html,7000000.0,25000000.0,25000000.0,18000000.0,True
1036,fargo,fargo.html,7000000.0,24567751.0,51204567.0,44204567.0,True
1037,buffy the vampire slayer,buffy-the-vampire-slayer.html,7000000.0,14231669.0,14231669.0,7231669.0,True
1038,"house of 1,000 corpses",house-of-1000-corpses.html,7000000.0,12634962.0,17005466.0,10005466.0,True
1039,silver bullet,silver-bullet.html,7000000.0,10803211.0,10803211.0,3803211.0,True
1040,a serious man,a-serious-man.html,7000000.0,9228788.0,30360570.0,23360570.0,True
1041,get low,get-low.html,7000000.0,9176933.0,10828305.0,3828305.0,True
1042,who's your caddy?,who's-your-daddy.html,7000000.0,5694308.0,5694308.0,-1305692.0,False
1043,i hope they serve beer in hell,conan-the-barbarian.html,7000000.0,1429299.0,1429453.0,-5570547.0,False
1044,losin' it,lost-horizon.html,7000000.0,1246141.0,1246141.0,-5753859.0,False
1045,hesher,hesher.html,7000000.0,382946.0,382946.0,-6617054.0,False
1046,the boondock saints,"boondock-saints,-the.html",7000000.0,30471.0,411874.0,-6588126.0,False
1047,"remember me, my love",remember-me.html,6700000.0,223878.0,223878.0,-6476122.0,False
1048,shame,shame.html,6500000.0,4002293.0,20412841.0,13912841.0,True
1049,the terminator,terminator.html,6400000.0,38019031.0,78019031.0,71619031.0,True
1050,the damned united,"damned-united,-the.html",6400000.0,449865.0,4199874.0,-2200126.0,False
1051,platoon,platoon.html,6000000.0,137963328.0,137978395.0,131978395.0,True
1052,mary poppins,mary-poppins.html,6000000.0,102272145.0,102275664.0,96275664.0,True
1053,ordinary people,ordinary-people.html,6000000.0,52302978.0,52302978.0,46302978.0,True
1054,the wrestler,heathers.html,6000000.0,26238243.0,46634275.0,40634275.0,True
1055,do the right thing,do-the-right-thing.html,6000000.0,26004026.0,26021757.0,20021757.0,True
1056,escape from new york,escape-from-new-york.html,6000000.0,25244700.0,25245925.0,19245925.0,True
1057,the wood,into-the-woods.html,6000000.0,25059640.0,25059640.0,19059640.0,True
1058,the usual suspects,"usual-suspects,-the.html",6000000.0,23341568.0,34449356.0,28449356.0,True
1059,the guard,rise-of-the-guardians.html,6000000.0,5359774.0,21197454.0,15197454.0,True
1060,the wild bunch,"wild-bunch,-the.html",6000000.0,509424.0,509424.0,-5490576.0,False
1061,beasts of no nation,beasts-of-no-nation.html,6000000.0,90777.0,90777.0,-5909223.0,False
1062,lucky break,outbreak.html,6000000.0,54606.0,4316497.0,-1683503.0,False
1063,planet of the apes,"planet-of-the-apes,-the.html",5800000.0,33395426.0,33395426.0,27595426.0,True
1064,the train,they.html,5800000.0,6800000.0,6800000.0,1000000.0,True
1065,the sting,three-kings.html,5500000.0,159616327.0,159616327.0,154116327.0,True
1066,ghost world,ghost-world.html,5500000.0,6217849.0,8761608.0,3261608.0,True
1067,grabbers,grabbers.html,5300000.0,0.0,440821.0,-4859179.0,False
1068,the ten,they.html,5250000.0,769726.0,786677.0,-4463323.0,False
1069,a room for romeo brass,army-of-darkness.html,5250000.0,20097.0,20097.0,-5229903.0,False
1070,my big fat greek wedding,margot-at-the-wedding.html,5000000.0,241438208.0,374890034.0,369890034.0,True
1071,get out,get-out.html,5000000.0,176040665.0,255367951.0,250367951.0,True
1072,saw ii,saw.html,5000000.0,87025093.0,152925093.0,147925093.0,True
1073,the big sick,"big-sick,-the.html",5000000.0,42872467.0,53972860.0,48972860.0,True
1074,dallas buyers club,dallas-buyers-club.html,5000000.0,27298285.0,60611845.0,55611845.0,True
1075,the elephant man,"elephant-man,-the.html",5000000.0,26010864.0,26010864.0,21010864.0,True
1076,memento,memento.html,5000000.0,25544867.0,39723096.0,34723096.0,True
1077,clerks ii,clerks.html,5000000.0,24148068.0,27342246.0,22342246.0,True
1078,the way way back,"way-back,-the.html",5000000.0,21502690.0,26853810.0,21853810.0,True
1079,halloween: the curse of michael myers,halloween:-the-curse-of-michael-myers.html,5000000.0,15126948.0,15126948.0,10126948.0,True
1080,friday the 13th part viii: jason takes manhattan,friday-the-13th-part-viii:-jason-takes-manhattan.html,5000000.0,14343976.0,14343976.0,9343976.0,True
1081,lone star,lone-star.html,5000000.0,12961389.0,12961389.0,7961389.0,True
1082,april fool's day,april-fool's-day.html,5000000.0,12947763.0,12947763.0,7947763.0,True
1083,diner,diner.html,5000000.0,12592907.0,12592907.0,7592907.0,True
1084,sunshine cleaning,sunshine-cleaning.html,5000000.0,12062558.0,17329337.0,12329337.0,True
1085,made,made.html,5000000.0,5308707.0,5476060.0,476060.0,True
1086,moon,moon.html,5000000.0,5010163.0,10676073.0,5676073.0,True
1087,the sweet hereafter,"sweet-hereafter,-the.html",5000000.0,4306697.0,7951247.0,2951247.0,True
1088,green room,henry-fool.html,5000000.0,3220371.0,3807503.0,-1192497.0,False
1089,heavenly creatures,heavenly-creatures.html,5000000.0,3046086.0,5438120.0,438120.0,True
1090,light sleeper,light-sleeper.html,5000000.0,1050861.0,1050861.0,-3949139.0,False
1091,bottle rocket,bottle-rocket.html,5000000.0,407488.0,407488.0,-4592512.0,False
1092,psych 9,psycho.html,5000000.0,0.0,0.0,-5000000.0,False
1093,aztec warrior,warrior.html,5000000.0,0.0,0.0,-5000000.0,False
1094,sling blade,sling-blade.html,4833610.0,24475416.0,34175000.0,29341390.0,True
1095,only god forgives,only-god-forgives.html,4800000.0,775849.0,4494560.0,-305440.0,False
1096,take shelter,take-shelter.html,4750000.0,1728953.0,4972016.0,222016.0,True
1097,fast times at ridgemont high,fast-times-at-ridgemont-high.html,4500000.0,27092880.0,27092880.0,22592880.0,True
1098,25th hour,25th-hour.html,4500000.0,13084595.0,25344490.0,20844490.0,True
1099,bound,bound.html,4500000.0,3802260.0,7011317.0,2511317.0,True
1100,lã¥t den rã¤tte komma in,blade-runner.html,4500000.0,2122085.0,12247682.0,7747682.0,True
1101,donnie darko,donnie-darko.html,4500000.0,1480006.0,7510877.0,3010877.0,True
1102,life during wartime,kalifornia.html,4500000.0,281447.0,281447.0,-4218553.0,False
1103,after.life,after.life.html,4500000.0,108596.0,2481925.0,-2018075.0,False
1104,one flew over the cuckoo's nest,one-flew-over-the-cuckoo's-nest.html,4400000.0,108981275.0,108997629.0,104597629.0,True
1105,anna,hanna.html,4357373.0,0.0,1200000.0,-3157373.0,False
1106,the crying game,crying-game.html,4000000.0,62546695.0,62546695.0,58546695.0,True
1107,lost in translation,lost-in-translation.html,4000000.0,44585453.0,117085297.0,113085297.0,True
1108,annie hall,annie-hall.html,4000000.0,38251425.0,38251425.0,34251425.0,True
1109,the boy next door,in-the-bedroom.html,4000000.0,36006065.0,53401938.0,49401938.0,True
1110,leaving las vegas,leaving-las-vegas.html,4000000.0,31983777.0,49800000.0,45800000.0,True
1111,monster's ball,monster's-ball.html,4000000.0,31273922.0,43766463.0,39766463.0,True
1112,boyhood,boyhood.html,4000000.0,25379975.0,57273049.0,53273049.0,True
1113,the kids are all right,"kids-are-all-right,-the.html",4000000.0,20811365.0,36275469.0,32275469.0,True
1114,life of brian,kalifornia.html,4000000.0,20182359.0,20474001.0,16474001.0,True
1115,late night,date-night.html,4000000.0,15500045.0,20972083.0,16972083.0,True
1116,they live,they.html,4000000.0,13000000.0,13000774.0,9000774.0,True
1117,the darkness,"ghost-and-the-darkness,-the.html",4000000.0,10753574.0,10898293.0,6898293.0,True
1118,the visitor,"visitor,-the.html",4000000.0,9427026.0,19174817.0,15174817.0,True
1119,the cooler,in-the-loop.html,4000000.0,8291572.0,11131455.0,7131455.0,True
1120,four rooms,four-rooms.html,4000000.0,4301000.0,4301000.0,301000.0,True
1121,joe,joker.html,4000000.0,373375.0,373375.0,-3626625.0,False
1122,psycho beach party,psycho.html,4000000.0,267972.0,267972.0,-3732028.0,False
1123,the big tease,thirteen-days.html,4000000.0,185577.0,185577.0,-3814423.0,False
1124,a lonely place to die,a-quiet-place.html,4000000.0,0.0,442550.0,-3557450.0,False
1125,down for life,after.life.html,3800000.0,41914.0,41914.0,-3758086.0,False
1126,the taking of pelham one two three,"taking-of-pelham-one-two-three,-the.html",3800000.0,0.0,0.0,-3800000.0,False
1127,unknown,unknown.html,3700000.0,26403.0,3355048.0,-344952.0,False
1128,midnight cowboy,midnight-cowboy.html,3600000.0,44785053.0,44796329.0,41196329.0,True
1129,forever my girl,batman-forever.html,3500000.0,16376066.0,16376066.0,12876066.0,True
1130,gods and monsters,gods-and-monsters.html,3500000.0,6451628.0,6451628.0,2951628.0,True
1131,evil dead ii,evil-dead.html,3500000.0,5923044.0,5926177.0,2426177.0,True
1132,day of the dead,day-of-the-dead.html,3500000.0,5804262.0,34004262.0,30504262.0,True
1133,pootie tang,capote.html,3500000.0,3293258.0,3293258.0,-206742.0,False
1134,time to choose,meet-john-doe.html,3500000.0,29233.0,29233.0,-3470767.0,False
1135,margin call,margin-call.html,3400000.0,5353586.0,20433227.0,17033227.0,True
1136,human traffic,traffic.html,3300000.0,104257.0,5422740.0,2122740.0,True
1137,beginners,beginners.html,3200000.0,5790894.0,14314407.0,11114407.0,True
1138,feast,feast.html,3200000.0,56131.0,690872.0,-2509128.0,False
1139,itâs a wonderful life,it's-a-wonderful-life.html,3180000.0,6600000.0,10768908.0,7588908.0,True
1140,trainspotting,trainspotting.html,3100000.0,16501785.0,71558971.0,68458971.0,True
1141,war room,warrior.html,3000000.0,67790117.0,73975239.0,70975239.0,True
1142,a room with a view,"roommate,-the.html",3000000.0,20966644.0,20966644.0,17966644.0,True
1143,the apartment,"apartment,-the.html",3000000.0,18600000.0,24600000.0,21600000.0,True
1144,beneath the planet of the apes,war-for-the-planet-of-the-apes.html,3000000.0,17489009.0,17489009.0,14489009.0,True
1145,next day air,next-friday.html,3000000.0,10027047.0,10172519.0,7172519.0,True
1146,water,wanted.html,3000000.0,5529144.0,11322573.0,8322573.0,True
1147,frances ha,frances.html,3000000.0,4067398.0,11262769.0,8262769.0,True
1148,days of heaven,days-of-heaven.html,3000000.0,3446749.0,3660880.0,660880.0,True
1149,basquiat,basquiat.html,3000000.0,2962051.0,2962051.0,-37949.0,False
1150,elephant,belle.html,3000000.0,1266955.0,10051516.0,7051516.0,True
1151,before we go,batman-forever.html,3000000.0,37151.0,483938.0,-2516062.0,False
1152,they came together,heathers.html,3000000.0,0.0,82780.0,-2917220.0,False
1153,point blank,grosse-point-blank.html,3000000.0,0.0,0.0,-3000000.0,False
1154,some like it hot,romeo-&-juliet.html,2883848.0,25000000.0,25019542.0,22135694.0,True
1155,young frankenstein,frankenstein.html,2800000.0,86300000.0,86300000.0,83500000.0,True
1156,the wizard of oz,"wizard-of-oz,-the.html",2777000.0,34063405.0,34305476.0,31528476.0,True
1157,diary of the dead,day-of-the-dead.html,2750000.0,952620.0,5394447.0,2644447.0,True
1158,timber falls,timber-falls.html,2600000.0,0.0,71248.0,-2528752.0,False
1159,garden state,garden-state.html,2500000.0,26782316.0,36028802.0,33528802.0,True
1160,halloween ii,halloween.html,2500000.0,25533818.0,25533818.0,23033818.0,True
1161,escape from the planet of the apes,war-for-the-planet-of-the-apes.html,2500000.0,12300000.0,12300000.0,9800000.0,True
1162,brick lane,brick.html,2500000.0,1094998.0,3838486.0,1338486.0,True
1163,my life without me,life-as-a-house.html,2500000.0,432360.0,12267275.0,9767275.0,True
1164,8 days,28-days-later.html,2500000.0,0.0,0.0,-2500000.0,False
1165,go for it!,only-god-forgives.html,2450000.0,180237.0,182358.0,-2267642.0,False
1166,the brave little toaster,little-athens.html,2300000.0,0.0,0.0,-2300000.0,False
1167,the french connection,"french-connection,-the.html",2200000.0,41158757.0,41158757.0,38958757.0,True
1168,the timber,they.html,2100000.0,0.0,0.0,-2100000.0,False
1169,mad max 2: the road warrior,mad-max-2:-the-road-warrior.html,2000000.0,24600832.0,24600832.0,22600832.0,True
1170,in the heat of the night,from-here-to-eternity.html,2000000.0,24379978.0,24407647.0,22407647.0,True
1171,sleeper,light-sleeper.html,2000000.0,18344729.0,18344729.0,16344729.0,True
1172,everything you always wanted to know,very-bad-things.html,2000000.0,18016290.0,18016290.0,16016290.0,True
1173,it follows,willow.html,2000000.0,14674077.0,23250755.0,21250755.0,True
1174,american splendor,american-splendor.html,2000000.0,6003587.0,8685632.0,6685632.0,True
1175,thirteen,thirteen-days.html,2000000.0,4601043.0,9505996.0,7505996.0,True
1176,in the shadow of the moon,shadow-of-the-vampire.html,2000000.0,1134358.0,2175587.0,175587.0,True
1177,dinner rush,diner.html,2000000.0,638227.0,1075504.0,-924496.0,False
1178,it's all gone pete tong,i'll-do-anything.html,2000000.0,120620.0,2226603.0,226603.0,True
1179,london,barry-lyndon.html,2000000.0,12667.0,12667.0,-1987333.0,False
1180,bone tomahawk,bones.html,2000000.0,0.0,475846.0,-1524154.0,False
1181,nine dead,nine.html,2000000.0,0.0,0.0,-2000000.0,False
1182,highway,lost-highway.html,2000000.0,0.0,0.0,-2000000.0,False
1183,coffee town,confidence.html,2000000.0,0.0,0.0,-2000000.0,False
1184,true bromance,true-romance.html,2000000.0,0.0,0.0,-2000000.0,False
1185,buried,buried.html,1987650.0,1044143.0,21270290.0,19282640.0,True
1186,man on wire,man-on-fire.html,1900000.0,2962242.0,5617067.0,3717067.0,True
1187,carrie,carrie.html,1800000.0,25878153.0,25878153.0,24078153.0,True
1188,a nightmare on elm street,"nightmare-on-elm-street,-a.html",1800000.0,25504513.0,25504513.0,23704513.0,True
1189,beasts of the southern wild,beasts-of-the-southern-wild.html,1800000.0,12795746.0,23265132.0,21465132.0,True
1190,battle for the planet of the apes,war-for-the-planet-of-the-apes.html,1800000.0,8800000.0,8800000.0,7000000.0,True
1191,beginnerâs guide to sex,beginners.html,1800000.0,0.0,0.0,-1800000.0,False
1192,may,marty.html,1750000.0,145540.0,634803.0,-1115197.0,False
1193,i spit on your grave,i-spit-on-your-grave.html,1750000.0,93051.0,1278471.0,-471529.0,False
1194,in the bedroom,in-the-bedroom.html,1700000.0,35930604.0,42137871.0,40437871.0,True
1195,conquest of the planet of the apes,rise-of-the-planet-of-the-apes.html,1700000.0,9700000.0,9700000.0,8000000.0,True
1196,from here to eternity,from-here-to-eternity.html,1650000.0,30500000.0,30500000.0,28850000.0,True
1197,insidious,insidious.html,1500000.0,54009150.0,99870886.0,98370886.0,True
1198,kids,kids.html,1500000.0,7412216.0,20412216.0,18912216.0,True
1199,dawn of the dead,dawn-of-the-dead.html,1500000.0,5100000.0,55000000.0,53500000.0,True
1200,the to do list,they.html,1500000.0,3491669.0,4128828.0,2628828.0,True
1201,repo man,repo-man.html,1500000.0,2300000.0,2300000.0,800000.0,True
1202,blood simple,blood-simple.html,1500000.0,1690913.0,2730877.0,1230877.0,True
1203,killing zoe,killing-zoe.html,1500000.0,418953.0,418953.0,-1081047.0,False
1204,the believer,"believer,-the.html",1500000.0,406035.0,1840248.0,340248.0,True
1205,teefa in trouble,man-trouble.html,1500000.0,0.0,98806.0,-1401194.0,False
1206,closer to the moon,"losers,-the.html",1500000.0,0.0,5396.0,-1494604.0,False
1207,#horror,mirrors.html,1500000.0,0.0,0.0,-1500000.0,False
1208,my girlfriend's boyfriend,my-best-friend's-wedding.html,1400000.0,0.0,0.0,-1400000.0,False
1209,house at the end of the drive,mulholland-drive.html,1400000.0,0.0,0.0,-1400000.0,False
1210,batman - the movie,batman-2.html,1377800.0,0.0,0.0,-1377800.0,False
1211,"lock, stock and two smoking barrels","lock,-stock-and-two-smoking-barrels.html",1350000.0,3897569.0,28356188.0,27006188.0,True
1212,the hebrew hammer,"hebrew-hammer,-the.html",1300000.0,77755.0,90213.0,-1209787.0,False
1213,the 41-year-old virgin who knocked up sarah mar…,"theory-of-everything,-the.html",1300000.0,0.0,0.0,-1300000.0,False
1214,dear white people,dear-white-people.html,1250000.0,4404154.0,5403771.0,4153771.0,True
1215,saw,saw.html,1200000.0,55968727.0,103880027.0,102680027.0,True
1216,"sex, lies, and videotape","sex,-lies-and-videotape.html",1200000.0,24741667.0,36741667.0,35541667.0,True
1217,you can count on me,you-can-count-on-me.html,1200000.0,9180275.0,10827356.0,9627356.0,True
1218,strangers on a train,strangers-on-a-train.html,1200000.0,7000000.0,7019967.0,5819967.0,True
1219,the trouble with harry,"other-boleyn-girl,-the.html",1200000.0,7000000.0,7000000.0,5800000.0,True
1220,the day the earth stood still,"day-the-earth-stood-still,-the.html",1200000.0,3700000.0,3700000.0,2500000.0,True
1221,reservoir dogs,reservoir-dogs.html,1200000.0,2832029.0,2832029.0,1632029.0,True
1222,the rocky horror picture show,"rocky-horror-picture-show,-the.html",1200000.0,1414845.0,1653666.0,453666.0,True
1223,blood feast,goodfellas.html,1200000.0,8708.0,8708.0,-1191292.0,False
1224,grand theft parsons,grand-theft-parsons.html,1200000.0,0.0,0.0,-1200000.0,False
1225,the islands,heist.html,1200000.0,0.0,0.0,-1200000.0,False
1226,beyond the black rainbow,black-rain.html,1100000.0,56491.0,56491.0,-1043509.0,False
1227,casablanca,casablanca.html,1039000.0,10462500.0,10498348.0,9459348.0,True
1228,rocky,rocky.html,1000000.0,117235147.0,225000000.0,224000000.0,True
1229,taxi driver,taxi-driver.html,1000000.0,28262574.0,28316211.0,27316211.0,True
1230,you're next,source-code.html,1000000.0,18494006.0,26887177.0,25887177.0,True
1231,hellraiser,hellraiser.html,1000000.0,14564000.0,14575148.0,13575148.0,True
1232,blue valentine,blue-valentine.html,1000000.0,9737892.0,16566240.0,15566240.0,True
1233,love me tender,legend.html,1000000.0,9000000.0,9000000.0,8000000.0,True
1234,the sessions,"sessions,-the.html",1000000.0,6002451.0,11495204.0,10495204.0,True
1235,the skeleton twins,election.html,1000000.0,5284309.0,5797192.0,4797192.0,True
1236,next stop wonderland,wonder-woman.html,1000000.0,3395581.0,3465703.0,2465703.0,True
1237,martha marcy may marlene,martha-marcy-may-marlene.html,1000000.0,2981038.0,5438911.0,4438911.0,True
1238,frozen river,frozen-river.html,1000000.0,2511476.0,6030129.0,5030129.0,True
1239,panic,panic-room.html,1000000.0,779137.0,1425707.0,425707.0,True
1240,the future,back-to-the-future.html,1000000.0,568662.0,1239174.0,239174.0,True
1241,the battle of shaker heights,"battle-of-shaker-heights,-the.html",1000000.0,280351.0,839145.0,-160855.0,False
1242,the last big thing,do-the-right-thing.html,1000000.0,22434.0,22434.0,-977566.0,False
1243,16 to life,life.html,1000000.0,11574.0,11574.0,-988426.0,False
1244,alone with her,alone-in-the-dark.html,1000000.0,10787.0,844377.0,-155623.0,False
1245,special,petulia.html,1000000.0,7202.0,26822.0,-973178.0,False
1246,in her line of fire,robin-hood:-prince-of-thieves.html,1000000.0,884.0,884.0,-999116.0,False
1247,jimmy and judy,jimmy-and-judy.html,1000000.0,0.0,0.0,-1000000.0,False
1248,black rock,bad-day-at-black-rock.html,1000000.0,0.0,0.0,-1000000.0,False
1249,jesse,obsessed.html,950000.0,0.0,0.0,-950000.0,False
1250,fruitvale station,fruitvale-station.html,900000.0,16098998.0,17549645.0,16649645.0,True
1251,windsor drive,drive.html,850000.0,3256.0,3256.0,-846744.0,False
1252,celeste and jesse forever,celeste-&-jesse-forever.html,840000.0,3103407.0,3787689.0,2947689.0,True
1253,welcome to the dollhouse,"replacements,-the.html",800000.0,4198137.0,5034794.0,4234794.0,True
1254,american graffiti,american-graffiti.html,777000.0,115000000.0,140000000.0,139223000.0,True
1255,walter,wanted.html,700000.0,0.0,0.0,-700000.0,False
1256,king kong,king-kong.html,672000.0,10000000.0,10000650.0,9328650.0,True
1257,after,after.life.html,650000.0,0.0,0.0,-650000.0,False
1258,they will have to kill us first,hellraiser:-hellseeker.html,600000.0,0.0,7943.0,-592057.0,False
1259,the maid's room,hellraiser.html,600000.0,0.0,0.0,-600000.0,False
1260,julija in alfa romeo,lost-in-translation.html,560000.0,0.0,8462.0,-551538.0,False
1261,friday the 13th,friday-the-13th.html,550000.0,39754601.0,59754601.0,59204601.0,True
1262,to save a life,this-boy's-life.html,500000.0,3777210.0,3824868.0,3324868.0,True
1263,monsters,monster's-ball.html,500000.0,237301.0,5639730.0,5139730.0,True
1264,insomnia manica,insomnia.html,500000.0,0.0,0.0,-500000.0,False
1265,the toxic avenger,american-gangster.html,475000.0,0.0,0.0,-475000.0,False
1266,brick,brick.html,450000.0,2075743.0,4243996.0,3793996.0,True
1267,napoleon dynamite,napoleon-dynamite.html,400000.0,44540956.0,46122713.0,45722713.0,True
1268,the evil dead,evil-dead.html,375000.0,2400000.0,29400000.0,29025000.0,True
1269,halloween,halloween.html,325000.0,47000000.0,70000000.0,69675000.0,True
1270,it happened one night,it-happened-one-night.html,325000.0,2500000.0,2500000.0,2175000.0,True
1271,chasing amy,chasing-amy.html,250000.0,12006514.0,15155095.0,14905095.0,True
